anomalyID, srcIP, srcPort, dstIP, dstPort, taxonomy, heuristic, distance, nbDetectors, label
0,209.254.150.131,,213.26.97.110,,ipv4gretun,-0.20551,2,suspicious
0,171.170.54.15,55266,206.56.130.98,80,ipv4gretun,-0.20551,2,suspicious
1,171.170.90.99,,81.71.49.235,443,alphfl,-0.29942,5,suspicious
2,210.239.49.96,,171.117.182.176,53,alphfl,-0.45983,3,suspicious
3,18.175.25.212,,,10000,ntscSYNt,-0.42111,4,suspicious
4,56.232.167.2,12200,,443,ntscSYNt,-0.42111,4,suspicious
5,117.183.8.103,,,23,ntscSYNt,-0.462598,4,suspicious
6,,,211.209.193.250,,ntscTCPICdurp,-0.42111,4,suspicious
7,,,77.16.56.174,,ntscTCPICdurp,-0.24703,5,suspicious
8,,,103.240.96.175,,ntscTCPICdurp,-0.42111,4,suspicious
9,144.173.184.74,,209.254.144.115,53,mptpla,-0.39065,4,suspicious
9,99.72.189.111,,209.254.144.115,53,mptpla,-0.39065,4,suspicious
10,223.26.192.199,27093,,22,ntscSYNt,-0.42111,4,suspicious
11,,1723,146.193.148.180,,ntscTCPRSTACKrp,-0.462598,4,suspicious
12,144.130.127.213,,,23,ntscSYNt,-0.462598,4,suspicious
13,,,213.2.47.156,,ntscUDPUDPICrp,-0.16437,6,suspicious
14,107.0.103.104,,,23,ntscSYNt,-0.462598,4,suspicious
15,,,171.183.106.223,80,mptpHTTP,-0.30993,4,suspicious
16,,,0.0.0.0,,empty,-0.23154,1,suspicious
17,174.147.9.39,,172.3.57.66,80,alphflHTTP,-0.14929,2,suspicious
18,202.28.51.238,80,132.95.157.2,,salphfl,-0.14929,2,suspicious
19,171.170.149.253,52569,206.56.157.142,443,alphfl,-0.14929,2,suspicious
19,171.170.149.253,52568,206.56.157.142,443,alphfl,-0.14929,2,suspicious
19,171.170.149.253,52567,206.56.157.142,443,alphfl,-0.14929,2,suspicious
19,171.170.149.253,52566,206.56.157.142,443,alphfl,-0.14929,2,suspicious
19,171.170.149.253,52565,206.56.157.142,443,alphfl,-0.14929,2,suspicious
20,0.0.0.0,,,,empty,-0.23154,1,suspicious
21,171.183.186.9,22,120.113.108.216,,ptmpla,-0.14929,2,suspicious
21,171.183.186.9,22,120.113.108.157,,ptmpla,-0.14929,2,suspicious
22,203.40.76.235,,,5900,sntscSYNt,-0.14929,2,suspicious
22,203.40.76.235,,,5901,sntscSYNt,-0.14929,2,suspicious
23,31.209.150.152,443,171.183.229.115,55144,ptmpla,-0.14929,2,suspicious
23,31.209.150.152,443,171.183.229.96,64840,ptmpla,-0.14929,2,suspicious
23,31.209.150.152,443,171.183.229.107,60016,ptmpla,-0.14929,2,suspicious
23,31.209.150.152,443,171.183.229.104,59522,ptmpla,-0.14929,2,suspicious
24,132.95.174.36,8252,,,ntscUDP,-0.14929,2,suspicious
25,,,0.0.0.0,,empty,-0.15653,1,suspicious
26,0.0.0.0,,,,empty,-0.15653,1,suspicious
27,,53,132.95.6.215,,ntscUDPUDPrp,-0.37487,3,suspicious
28,,,171.183.156.11,,ntscUDPUDPrp,-0.37487,3,suspicious
28,,,208.107.31.235,64644,ntscUDPUDPrp,-0.37487,3,suspicious
29,,,81.71.53.85,443,mptp,-0.29942,5,suspicious
29,,,81.71.53.85,80,mptp,-0.29942,5,suspicious
30,,,16.65.246.11,,ntscTCPICdurp,-0.37487,3,suspicious
30,,,194.175.43.37,,ntscTCPICdurp,-0.37487,3,suspicious
31,,,194.175.43.50,,ntscTCPICdurp,-0.05551,3,suspicious
32,,,209.254.145.214,26123,ntscUDPUDPrp,-0.37487,3,suspicious
32,,,209.254.145.214,27045,ntscUDPUDPrp,-0.37487,3,suspicious
33,144.173.184.74,,209.254.150.216,53,mptpla,-0.39065,4,suspicious
33,99.72.189.111,,209.254.150.216,53,mptpla,-0.39065,4,suspicious
34,22.195.193.45,,209.254.145.172,,DDoSIC,-0.14929,2,suspicious
34,22.195.193.45,,208.97.133.123,,DDoSIC,-0.14929,2,suspicious
34,22.195.193.45,,208.97.133.54,,DDoSIC,-0.14929,2,suspicious
34,22.195.193.45,,,33435,DDoSIC,-0.14929,2,suspicious
34,16.19.246.177,,209.254.145.172,,DDoSIC,-0.14929,2,suspicious
34,16.19.246.177,,208.97.133.123,,DDoSIC,-0.14929,2,suspicious
34,16.19.246.177,,208.97.133.54,,DDoSIC,-0.14929,2,suspicious
34,16.19.246.177,,,33435,DDoSIC,-0.14929,2,suspicious
34,,,209.254.145.172,,DDoSIC,-0.14929,2,suspicious
34,,,209.254.145.172,33435,DDoSIC,-0.14929,2,suspicious
34,,,209.254.145.172,,DDoSIC,-0.14929,2,suspicious
34,,,208.97.133.123,,DDoSIC,-0.14929,2,suspicious
34,,,208.97.133.123,33435,DDoSIC,-0.14929,2,suspicious
34,,,208.97.133.123,,DDoSIC,-0.14929,2,suspicious
34,,,208.97.133.54,,DDoSIC,-0.14929,2,suspicious
34,,,208.97.133.54,33435,DDoSIC,-0.14929,2,suspicious
34,,,208.97.133.54,,DDoSIC,-0.14929,2,suspicious
34,22.195.193.45,,,,DDoSIC,-0.14929,2,suspicious
34,16.19.246.177,,,,DDoSIC,-0.14929,2,suspicious
35,,,171.165.112.112,24091,mptp,-0.46626,2,suspicious
35,,,171.165.112.112,4605,mptp,-0.46626,2,suspicious
36,,,171.183.109.104,,icmp_error,-0.46626,2,suspicious
37,,,209.254.149.87,,icmp_error,-0.46626,2,suspicious
38,,,174.147.198.122,,icmp_error,-0.46626,2,suspicious
39,,,171.183.13.146,6881,ntscUDPUDPrp,-0.46626,2,suspicious
40,,,209.254.155.75,6881,ntscUDPUDPrp,-0.46626,2,suspicious
41,,,171.183.107.248,53,ntscUDPUDPrp,-0.46626,2,suspicious
42,,,171.183.122.7,6881,ntscUDPUDPrp,-0.46626,2,suspicious
43,,,209.254.145.224,53,ntscUDPUDPrp,-0.46626,2,suspicious
44,,,106.201.170.249,,ntscUDPICdurp,-0.46626,2,suspicious
45,,,171.183.110.82,,icmp_error,-0.46626,2,suspicious
46,77.16.56.174,,,8080,ntscSYNt,-0.42111,4,suspicious
47,,53,179.250.222.71,,mptp,-0.37487,3,suspicious
47,,,179.250.222.71,,mptp,-0.37487,3,suspicious
48,209.254.153.27,80,,,ptmpHTTP,-0.45983,3,suspicious
49,,,209.254.139.106,53,ntscUDPUDPrp,-0.45983,3,suspicious
50,,,209.254.153.20,,mptp,-0.37487,3,suspicious
51,208.107.31.235,,148.102.169.96,49866,alphfl,-0.46626,2,suspicious
51,208.107.31.235,,148.102.169.96,54575,alphfl,-0.46626,2,suspicious
52,,,102.11.55.207,,ntscTCPICdurp,-0.45983,3,suspicious
53,,,68.73.219.82,,ntscTCPICdurp,-0.46626,2,suspicious
54,,,132.95.109.217,6881,ntscUDPUDPrp,-0.46626,2,suspicious
55,,,209.254.145.214,26123,mptmp,-0.3337,2,suspicious
55,,80,208.97.165.68,,mptmp,-0.3337,2,suspicious
56,,,209.254.151.82,53,ntscUDPUDPrp,-0.46626,2,suspicious
57,,,179.250.232.228,6881,ntscUDPUDPrp,-0.46626,2,suspicious
58,,80,171.183.228.216,,mptpHTTP,-0.37487,3,suspicious
59,,,16.59.99.217,,ntscTCPICdurp,-0.37487,3,suspicious
60,,,179.250.78.140,14365,mptp,-0.46626,2,suspicious
60,,,179.250.78.140,9307,mptp,-0.46626,2,suspicious
61,48.243.158.181,,209.254.147.168,53,alphfl,-0.46626,2,suspicious
62,,,171.183.207.251,17832,ntscUDPUDPrp,-0.46626,2,suspicious
63,,,209.254.144.2,,icmp_error,-0.46626,2,suspicious
64,,,103.215.170.203,,ntscTCPICdurp,-0.39065,4,suspicious
65,,53,174.147.78.184,,ntscUDPUDPrp,-0.46626,2,suspicious
65,,,174.147.78.184,53,ntscUDPUDPrp,-0.46626,2,suspicious
66,,53,179.250.221.27,,ntscUDPUDPrp,-0.46626,2,suspicious
67,,53,174.147.241.46,,ntscUDPUDPrp,-0.46626,2,suspicious
67,,,174.147.241.46,53,ntscUDPUDPrp,-0.46626,2,suspicious
68,,53,208.107.25.139,,ntscUDPUDPrp,-0.46626,2,suspicious
68,,,208.107.25.139,53,ntscUDPUDPrp,-0.46626,2,suspicious
69,,53,132.95.6.251,,ntscUDPUDPrp,-0.46626,2,suspicious
70,,,209.254.151.80,53,ntscUDPUDPrp,-0.46626,2,suspicious
71,,,153.236.36.65,,ntscUDPICdurp,-0.46626,2,suspicious
72,,,209.254.146.124,61963,mptp,-0.46626,2,suspicious
73,206.90.51.74,,171.183.13.70,123,ntscUDPUDPrp,-0.46626,2,suspicious
73,,123,171.183.13.70,123,ntscUDPUDPrp,-0.46626,2,suspicious
74,,22,197.44.222.43,,mptp,-0.46626,2,suspicious
75,210.239.49.96,,171.117.182.178,53,alphfl,-0.46626,2,suspicious
76,,,68.73.219.204,,ntscUDPICdurp,-0.46626,2,suspicious
77,,,179.250.79.142,65438,mptp,-0.46626,2,suspicious
78,174.147.195.155,,,80,ptmp,-0.38159,3,suspicious
78,174.147.195.155,,,443,ptmp,-0.38159,3,suspicious
79,171.183.207.247,,,80,ntscACK,-0.45737,2,suspicious
80,171.183.207.16,,,,ptmplaHTTP,-0.46327,1,suspicious
81,209.254.152.56,,,80,ptmplaHTTP,-0.38159,3,suspicious
82,,80,171.183.33.203,,mptpHTTP,-0.45737,2,suspicious
82,,443,171.183.33.203,,mptpHTTP,-0.45737,2,suspicious
83,221.26.21.160,443,171.183.206.199,,alphfl,-0.46327,1,suspicious
84,,80,171.183.207.247,,mptpHTTP,-0.36368,2,suspicious
85,,,179.250.193.125,993,mptp,-0.38159,3,suspicious
85,160.9.25.15,,179.250.193.125,143,mptp,-0.38159,3,suspicious
86,,9909,179.250.77.70,9909,mptp,-0.36368,2,suspicious
87,,80,132.95.98.167,,mptpHTTP,-0.36368,2,suspicious
88,61.126.66.190,5099,,5060,ntscUDP,-0.3196,5,suspicious
89,214.153.27.202,80,132.95.156.123,,alphflHTTP,-0.07238,2,suspicious
90,,443,132.95.156.235,,mptp,-0.46327,1,suspicious
90,,,132.95.156.235,18327,mptp,-0.46327,1,suspicious
91,158.17.94.67,,132.95.80.122,993,point_to_point,-0.36368,2,suspicious
92,171.183.206.89,,136.161.251.129,80,mptplaHTTP,-0.45737,2,suspicious
92,132.95.98.167,,136.161.251.129,80,mptplaHTTP,-0.45737,2,suspicious
93,171.183.106.223,80,,,ntscACK,-0.46327,1,suspicious
94,191.171.97.113,,206.56.142.177,443,alphfl,-0.38159,3,suspicious
95,136.161.251.132,80,208.107.16.149,5675,alphflHTTP,-0.07238,2,suspicious
95,136.161.251.132,80,208.107.16.149,5674,alphflHTTP,-0.07238,2,suspicious
96,136.147.177.6,80,171.183.206.152,,salphfl,-0.07238,2,suspicious
97,165.208.249.216,80,132.95.156.36,,point_to_point,-0.07238,2,suspicious
98,171.183.106.223,80,159.59.44.118,45878,alphflHTTP,-0.07238,2,suspicious
98,171.183.106.223,80,159.59.44.118,43932,alphflHTTP,-0.07238,2,suspicious
99,171.183.106.223,80,33.138.62.208,,alphflHTTP,-0.07238,2,suspicious
100,208.192.107.126,6000,,6060,ntscSYNt,0.66588,8,anomalous
101,,1433,155.73.186.120,6000,ntscTCPRSTACKrp,0.42924,7,anomalous
102,,,179.250.216.241,80,mptpHTTP,0.88414,11,anomalous
103,,,209.254.153.26,,mptmp,0.70115,8,anomalous
103,,,209.254.146.56,,mptmp,0.70115,8,anomalous
104,,,136.145.250.110,443,mptp,0.45814,7,anomalous
104,,,136.145.250.110,80,mptp,0.45814,7,anomalous
105,146.193.148.180,,,1723,ntscSYNt,0.81709,9,anomalous
105,155.73.186.120,6000,,1433,ntscSYNt,0.81709,9,anomalous
106,183.90.196.69,,,22,ptmp,0.06654,7,anomalous
107,221.166.132.222,,209.254.152.13,80,alphflHTTP,0.20552,7,anomalous
108,209.254.150.54,80,,,ptmpHTTP,0.76346,8,anomalous
109,,6060,208.192.107.126,6000,ntscTCPRSTACKrp,0.81709,9,anomalous
110,61.10.128.37,45403,,1900,ntscUDP,0.37381,6,anomalous
111,,443,179.250.139.202,,mptp,0.17446,6,anomalous
111,206.56.139.127,80,179.250.139.202,,mptp,0.17446,6,anomalous
112,109.53.34.176,6000,,22,ntscSYNt,0.10456,5,anomalous
113,209.254.153.26,,,,mptmp,0.20552,7,anomalous
113,209.254.146.56,,,,mptmp,0.20552,7,anomalous
114,,22,70.131.173.175,,mptp,0.17446,6,anomalous
115,56.232.169.199,12200,,8080,ntscSYNt,0.54946,8,anomalous
116,88.18.190.243,18882,,22,ntscSYNt,0.71027,9,anomalous
117,16.51.122.177,6000,,22,ntscSYNt,0.85582,10,anomalous
118,209.254.156.53,3001,,,ptmpla,0.71475,6,anomalous
119,165.105.187.136,37006,,1900,ntscUDP,0.81709,9,anomalous
120,171.183.226.237,80,220.218.135.191,,ptmplaHTTP,0.37288,4,anomalous
120,171.183.226.237,80,220.218.135.181,,ptmplaHTTP,0.37288,4,anomalous
121,,,209.254.150.54,80,mptpHTTP,0.52963,9,anomalous
122,,80,132.95.156.7,,mptmp,0.08187,4,anomalous
122,,443,132.95.156.7,,mptmp,0.08187,4,anomalous
122,,443,132.95.159.38,,mptmp,0.08187,4,anomalous
123,,80,209.254.152.56,,mptp,0.71475,6,anomalous
123,,443,209.254.152.56,,mptp,0.71475,6,anomalous
124,111.127.130.10,,171.183.229.37,,mptmp,0.76346,8,anomalous
124,111.127.130.10,80,,,mptmp,0.76346,8,anomalous
124,,80,171.183.229.37,,mptmp,0.76346,8,anomalous
124,,80,171.183.207.11,,mptmp,0.76346,8,anomalous
125,171.183.103.115,,100.31.83.247,,mptmp,0.23716,3,anomalous
125,,4500,100.31.83.247,,mptmp,0.23716,3,anomalous
125,,,100.31.83.247,4500,mptmp,0.23716,3,anomalous
125,171.183.107.133,53,100.31.83.247,,mptmp,0.23716,3,anomalous
125,171.183.103.115,4500,,4500,mptmp,0.23716,3,anomalous
126,209.254.152.13,80,221.166.132.222,,alphflHTTP,0.76346,8,anomalous
127,192.89.71.68,6000,,8080,ntscSYNt,0.85582,10,anomalous
128,,,179.250.218.193,80,mptpHTTP,0.31069,5,anomalous
129,,80,179.250.216.59,,mptpHTTP,0.41129,7,anomalous
130,,80,132.95.156.206,,mptmp,0.71475,6,anomalous
130,,80,208.107.0.61,,mptmp,0.71475,6,anomalous
130,,443,132.95.159.2,,mptmp,0.71475,6,anomalous
131,,443,132.95.159.2,,mptp,0.06319,3,anomalous
132,70.131.173.175,,,22,ptmp,0.2466,7,anomalous
133,209.254.150.131,,214.77.145.155,,ipv4gretun,0.37381,6,anomalous
133,209.254.150.131,,213.26.97.110,,ipv4gretun,0.37381,6,anomalous
134,174.147.175.91,,31.88.62.229,,mptmp,0.01748,4,anomalous
134,174.147.175.91,,,443,mptmp,0.01748,4,anomalous
134,174.147.175.91,,,80,mptmp,0.01748,4,anomalous
134,,,31.88.62.229,80,mptmp,0.01748,4,anomalous
135,132.95.156.123,,214.153.27.202,80,alphflHTTP,0.10456,5,anomalous
136,,80,171.172.47.225,,mptpHTTP,0.78709,8,anomalous
137,174.147.166.178,,149.254.151.128,443,malphfl,0.25312,4,anomalous
138,16.14.167.63,,,22345,ntscSYNt,0.85582,10,anomalous
139,90.86.54.84,80,,,mptmp,0.23716,3,anomalous
139,,80,132.95.156.117,,mptmp,0.23716,3,anomalous
